"genes"	"NF54.37.1"	"NF54.37.2"	"NF54.41.1"	"NF54.41.2"	"PB4.37.1"	"PB4.37.2"	"PB4.41.1"	"PB4.41.2"	"PB31.37.1"	"PB31.37.2"	"PB31.41.1"	"PB31.41.2"
"PF3D7.0300200"	8.62	14.73	68.85	106.54	1.5	0.88	3.26	11.77	4.24	0	5.08	9.68
"PF3D7.0301200"	29.68	28.62	3.96	2.49	29.66	37.87	10.81	19.81	12.66	42.74	14.92	7.46
"PF3D7.0301300"	42.85	26.19	43.15	42.09	41.61	29.93	104.67	65.82	29.43	104.8	45.4	62.94
"PF3D7.0301600"	228.45	157.78	195.57	223.17	232.98	163.94	326.6	266.42	52.42	199.84	237.76	318.22
"PF3D7.0301700"	127.47	87.59	441.2	315.99	79.12	68.19	352.29	255.57	112.61	114.58	258.42	513.97
"PF3D7.0301800"	496.16	538.86	138.45	104.76	618.75	847.06	209.75	345.71	241.65	852.36	254.93	155.52
"PF3D7.0302000"	137.45	131.48	194.4	175.66	92.73	119.9	203.71	187.45	75.93	89.19	141.76	176.05
"PF3D7.0302100"	93.18	70.89	119.25	105.72	67.03	72.56	106.64	128.46	49.93	61.48	77.07	121.96
"PF3D7.0302200"	53.4	101.13	11.69	11.23	10.78	12.41	5.53	8.33	82.1	49.08	16.5	3.88
"PF3D7.0302500"	118.14	186.98	23.99	33.83	256.46	380.26	75.71	215.57	1762.28	934.88	238.93	69.09
"PF3D7.0302700"	33.39	35.48	29.95	51.18	32.26	27.04	36.28	29.02	77.17	30.18	56.16	30.52
"PF3D7.0302800"	28.26	11.67	20.12	21.45	13.44	17.59	29.14	23.85	8.69	25.67	20.82	27.5
"PF3D7.0302900"	113	104.29	107.3	101.96	103.34	91.54	159.39	159.38	104.92	108.51	93.6	126.4
"PF3D7.0303900"	33.48	87.21	6.55	6.52	45.91	110.57	21.04	26.69	50.67	47.88	61.43	18.36
"PF3D7.0304100"	62.72	116.13	21.87	15.66	115.33	181.9	48.23	60.39	239.7	283.9	107.09	27.2
"PF3D7.0304400"	2995.07	2040.14	5626.63	4049.74	3351.89	2045.91	7812.46	3725.93	1575.42	3465.39	4005.19	4315.53
"PF3D7.0304500"	99.96	72.34	228.26	184.7	78.44	95.33	102.9	96.96	93.78	58.75	128.51	125.97
"PF3D7.0304600"	22.5	47.18	31.05	38.93	13.11	34.79	23.26	36.06	28.76	11.39	30.21	33.89
"PF3D7.0305200"	25.27	19.92	25.89	33.61	30.83	18.55	41.62	41.83	35.78	44.07	23.58	34.13
"PF3D7.0305400"	56.47	43.62	36.03	55.94	18.96	39.76	25.73	31.2	51.17	39.32	24.72	40.4
"PF3D7.0305500"	30.6	34.85	41.95	42.97	30.69	29.51	44.42	46.15	43.77	66.95	32.03	40.49
"PF3D7.0305600"	46.65	56.18	46.58	35.87	65.65	67.4	26.1	26.97	153.16	90	55.24	27.23
"PF3D7.0305700"	451.14	572.62	468.34	501.89	258.29	334.51	410.42	574.49	638.53	320.04	492.06	547.17
"PF3D7.0306000"	78.74	101.45	73.33	54.78	86.71	101.87	42.84	59.74	277.25	86.37	129.29	40.43
"PF3D7.0306100"	40.04	29.71	44.79	48.69	40.61	38.01	69.83	65.93	33.1	49.6	45.75	53.2
"PF3D7.0306200"	81.04	81.77	134.44	130.23	126.14	76.31	184.81	111.57	57.35	114.98	107.68	136.07
"PF3D7.0306300"	1276.69	1307.82	2128.11	1915.08	1011.38	939.38	1887.62	1790.48	1080.78	631.96	1845	2150.56
"PF3D7.0306500"	78.42	110.34	95.92	58.17	118.58	167.15	52.48	61.69	246.3	95.1	104.25	49.13
"PF3D7.0306600"	130.54	186.71	101.21	104.15	242.94	177.13	93.34	148.55	236.78	141.91	97.98	95.44
"PF3D7.0306700"	254.78	202.58	223.75	273.11	195.28	230.56	336.45	286.21	165.78	152.41	223.73	277.33
"PF3D7.0306900"	2084.34	2878.4	3191.26	4330.43	436.15	744.88	1414.91	4676.04	1023.5	314.53	1818.04	2308.7
"PF3D7.0307100"	3303.76	2500.78	5950.63	4963.75	1903.24	1870.11	6391.37	4519.7	1449.17	1683.01	4257.18	4458.91
"PF3D7.0307200"	2614.47	2032.59	4312.59	3481.64	2301.83	1640.88	5322.66	3425.39	1116.3	2187.92	3337.92	3280.28
"PF3D7.0307500"	19.59	28.43	26.56	25.89	20.4	17.03	12.96	16.41	41.31	18.66	31.58	15.77
"PF3D7.0307800"	48	50.61	59.22	61.5	60.81	65.96	85.96	90.84	80.2	67.29	59.44	84.44
"PF3D7.0308000"	20.07	24.86	74.89	73.69	23	22.46	35.92	20.61	28.55	14.15	40.46	33.95
"PF3D7.0308200"	423.52	387.01	635.35	590.21	347.15	338.08	602.82	497.16	286.72	274.86	470.16	549.32
"PF3D7.0308300"	31.47	42.48	11.68	7.45	34.68	43.73	11.81	24.26	99.91	125.04	53.68	11.97
"PF3D7.0308600"	257.77	205.78	259.62	257.32	191.39	195.61	272.47	254.98	127.42	163.67	209.61	232.23
"PF3D7.0308700"	30.99	51.55	9.62	6.43	37.31	44.99	14.16	25.13	112.55	89.35	29.97	7.24
"PF3D7.0308800"	137.08	162.65	154.94	107.85	95.97	197.36	49.29	98.47	377.37	258.13	138.35	76.77
"PF3D7.0308900"	58.83	70.19	75.23	67.81	52.06	64.45	82.48	95.27	54.65	50.77	60.73	75.07
"PF3D7.0309000"	54.91	33.72	62.92	59.04	62.7	42.18	66.68	68.91	33.78	45.4	54.38	72.35
"PF3D7.0309200"	49.1	54.5	37.06	52.95	58.7	78.14	43	54.17	68.74	59.15	45.08	39.96
"PF3D7.0309500"	674	621.03	813.59	628.48	564.02	479.89	973.21	918.52	405.94	525.1	575.48	613.33
"PF3D7.0309600"	2662.62	2798.1	4353	4480.13	1242.07	1514.3	4051.74	4456.14	1605.85	1029.62	3229.7	3548.85
"PF3D7.0309700"	28.34	31.8	18.6	20.77	36.85	37.25	21.1	43.5	19.23	21.1	23.22	17.01
"PF3D7.0309800"	150.68	161.64	109.84	102.45	95.99	147.67	133.42	198.38	85.85	68.79	152.7	113.14
"PF3D7.0310200"	34.45	52.36	46.45	65.71	34.2	55.29	44.11	57.42	29.91	70.45	35.07	61.44
"PF3D7.0310300"	73.48	75.55	84.97	75.63	68.5	62.09	134.67	137.56	32.09	71.07	70.32	105.96
"PF3D7.0310500"	25.23	22.48	38.05	31.45	26.52	23.5	38.37	42.66	22.54	24.75	24.35	43.45
"PF3D7.0310700"	105.12	70.88	72.06	95.09	135.75	97.5	131.87	134.03	77.91	192.21	87.88	98.49
"PF3D7.0310800"	353.53	242.35	279.06	342.44	284.34	255.46	394.63	362.92	289.49	362.04	370.75	386.6
"PF3D7.0311100"	59.46	78.59	93.5	104.94	70.3	85.58	89.24	90.92	55.36	78.67	65.12	102.18
"PF3D7.0311700"	55.82	70.32	10.69	8.53	77.56	78.86	26.96	29.28	32.78	23.03	54.82	18.17
"PF3D7.0312000"	35.62	37.72	75.98	88.69	50.25	45.64	24.47	25.89	47.57	9.72	33.5	44.77
"PF3D7.0312400"	378.99	463.5	313.02	303.81	460.48	534.6	244.92	340.81	584.88	271.97	495.73	253.73
"PF3D7.0312500"	13.4	10.52	29.38	24.6	8.12	12.21	29.9	27.08	8.05	8.27	21.13	30.21
"PF3D7.0312800"	2394.09	2243.15	3695.86	3230.35	1669.2	1347.9	4019.02	3728.12	1153.97	1598.75	2533.13	3180.59
"PF3D7.0313100"	74.76	67.96	203.97	196.62	72.08	73.48	180.55	131.03	107.46	75.97	124.84	160.13
"PF3D7.0313400"	26.25	17.2	24.38	25.91	24.13	17.53	35.23	21.39	13.01	18.66	23.16	21.7
"PF3D7.0314400"	113.13	83.75	121.44	105	65.1	61.57	161.81	163.46	43.19	51.58	114.15	130.96
"PF3D7.0314500"	76.87	39.23	67.26	67.09	60.04	37.84	99.41	67.88	23.72	62.4	63.69	89.28
"PF3D7.0314700"	148.62	146.72	48.24	28.67	249.2	263.06	79.42	97.05	78.64	80.37	181.63	72.76
"PF3D7.0315000"	13.87	25.13	21.75	30.52	27.37	19.54	29.6	15.89	21.48	25.39	24.16	23.41
"PF3D7.0315100"	319.43	255.35	288.61	207.75	251.13	296.36	374.45	270.9	167.4	264.92	267.12	293.06
"PF3D7.0315600"	52.22	67.88	24.99	25.66	89.77	117.88	43.4	81.93	86.22	57.01	97.78	49.05
"PF3D7.0315800"	70.84	60.23	57.86	63.29	57.84	54.29	82.66	75.73	39.66	74.14	73.28	72.63
"PF3D7.0316100"	25.08	34.88	28.59	19.18	30.19	50.92	20.54	16.72	53.25	96.3	22.63	10.79
"PF3D7.0316400"	19.67	18.96	25.41	35.49	25.9	26.82	14.7	15.43	18.39	20.79	28.99	19.96
"PF3D7.0316600"	1148.77	720.66	2137.95	1875.43	476.52	333.41	3084.64	2905.47	507.15	517.33	1426.74	1739.25
"PF3D7.0316700"	92.53	95.71	96.72	123.58	44.19	69.18	112.09	140.26	216.65	63.59	128.02	114.67
"PF3D7.0316800"	2685	2595.06	3460.11	3250.1	1133.46	1547.13	2941.47	3851.53	1480.3	997.81	2776.5	3466.67
"PF3D7.0316900"	54.59	49.97	47.17	48.98	57.58	57.85	82.59	81.54	68.02	121.98	51.73	65.59
"PF3D7.0317000"	266.03	250.44	326.36	333.94	268.21	276.03	481.64	372.49	411.77	312.14	324.08	324.56
"PF3D7.0317200"	70.12	100.21	79.15	63.15	108.56	110.99	37.65	56.75	314.51	188.43	71.5	56.64
"PF3D7.0317300"	44.87	54.02	43.04	48.49	38.21	46.38	45.99	69.99	64.41	56.56	38.1	52.29
"PF3D7.0317500"	16.5	17.81	27.23	29.21	17.96	19.51	26.59	29.09	14.88	25.21	22.53	29.66
"PF3D7.0317600"	2880.04	2450.12	5250.05	4970.97	1151.03	1414.35	4181.48	4386.52	1325.35	1080.44	3557.84	3825.94
"PF3D7.0317700"	57.99	56.59	48.79	50.07	65.3	58.65	54.7	67.32	38.32	49.64	42.42	52.43
"PF3D7.0317800"	154	112.6	214.69	191.05	188.87	137.78	338.18	229.26	101.54	136.89	180.72	199.84
"PF3D7.0318100"	27.83	22.18	100.99	79.09	35.6	14.12	84.57	52.95	39.64	36.63	77.7	79.24
"PF3D7.0318200"	205.14	225.93	295.65	201.85	167.24	187.52	270.01	347.68	159.17	192.47	197.77	300.8
"PF3D7.0318600"	42.56	49.05	40.36	30.52	49.15	57.89	55.64	58.7	66	96.03	38.79	46.23
"PF3D7.0318700"	158.86	219.36	7.18	35.27	172.98	324.97	71.9	151.35	421.64	744.28	283.98	32.11
"PF3D7.0319100"	287.87	329.46	342.82	498.23	260.67	301.57	332.53	393.06	505.17	112.72	408.44	253.97
"PF3D7.0319300"	130.42	103.21	231.93	203.57	104.76	95.35	268.27	209.43	101.45	78.91	142.87	130.6
"PF3D7.0319500"	282.76	278.09	270.72	252.46	192.53	252.52	366.91	401.74	166.41	153.51	316.75	366.49
"PF3D7.0319600"	1769.57	1512.59	2255.24	1851.88	1387.45	1100.05	2806.74	2024.03	763.9	999.37	1656.16	1811.36
"PF3D7.0319700"	28.96	28.58	33.76	30.04	35.09	32.34	46.29	44.59	13.93	53.09	34.37	50.01
"PF3D7.0320000"	168.27	206.51	260.21	182.51	310.01	319.01	192.6	90.32	346.07	167.88	291.52	198.39
"PF3D7.0320100"	108.31	104.68	103.79	101.61	135.01	151.77	146.14	100.98	169.85	122.47	139.89	145.24
"PF3D7.0320300"	571.52	464.29	1336.23	1171.71	460.62	425.66	1163.21	827.29	395.76	417.36	767.12	963.79
"PF3D7.0320500"	51.8	49.22	64.64	66.29	42.5	33.02	139.43	86.77	106.14	158.64	65.18	104.46
"PF3D7.0320700"	108.5	131.12	132.13	150.7	96.3	172.81	117.24	83.57	297.2	215.75	126.77	105.32
"PF3D7.0320800"	97.59	138.62	100.78	138.61	111.9	169.41	65.23	73.64	159.85	94.74	113.7	76.68
"PF3D7.0320900"	989.07	1633.01	761.33	886.44	350.69	779.26	431.52	1358.7	2342.23	378.66	1025.8	694.22
"PF3D7.0321000"	105.99	94.04	146.74	149.4	130.57	80.22	216.6	162.72	65.77	106.85	113.57	148.42
"PF3D7.0321400"	37.15	47.25	8.84	5.21	33.34	36.83	15.06	22.44	153.57	107.8	37.05	9.94
"PF3D7.0321800"	23.79	28.65	19.67	20.94	24.91	25.33	21.37	31.53	32.74	34.45	21.71	33.88
"PF3D7.0322000"	5705.57	5085.14	13958.3	12319.2	3248.92	3135.7	8674.83	6916.48	2855.88	3195.19	6287.01	7414.39
"PF3D7.0322100"	73.36	64.56	105.33	109.75	76.8	73.33	181.01	135.89	57.68	71.1	83.65	112.31
"PF3D7.0322300"	22.71	22.63	28.21	19.21	26.1	21.38	17.75	13.68	69.92	27.96	20.63	22.66
"PF3D7.0322900"	1638.43	1435.64	2711.35	2537.26	933.14	885.41	2477.68	2320.62	765.13	946.68	1652.16	1881.27
"PF3D7.0323000"	931.34	868.74	898.26	1147.53	614.8	575.28	1220.47	1276.3	668.56	354.11	1008.78	1289.11
"PF3D7.0323400"	87.43	157.29	15.88	19.6	142.28	235.97	49.84	97.09	383.72	693.62	111.21	21.02
"PF3D7.0323500"	140.06	164.12	94.26	114.53	194.36	246.32	185.14	175.25	222.9	459.09	177.23	141.61
"PF3D7.0323600"	19.04	13.38	28.02	24.02	14.77	11.88	34.51	21.13	15.42	13.31	18.02	23.87
"PF3D7.0323700"	134.33	128.56	117.83	153.75	130.96	157.51	199.15	196.97	112.89	168.17	125.14	135.72
"PF3D7.0324100"	6.01	3.2	112.01	102.87	0	0	12.53	6.76	0	6.66	11.36	20.86
"PF3D7.0324900"	33.28	34.71	22.75	25.03	40.68	40.27	26.68	31.76	37.91	26.44	36.77	25.52
"PF3D7.0400100"	21.36	27.36	14.46	17.07	18.25	26.41	9.05	14.38	27.83	17.23	20.81	10.63
"PF3D7.0400200"	364.05	499.9	817.19	1204.09	320.2	391.31	413.49	440.54	600.44	377.34	497.29	605.8
"PF3D7.0401500"	21.97	29.34	456.13	565.04	7.8	3.59	83.54	50.02	15.79	24.46	129.44	213.09
"PF3D7.0401700"	4.1	10.31	21.71	27.13	1.46	2.44	4.29	4.71	4.44	3.73	3.55	6.79
"PF3D7.0401800"	88.88	67.39	222.11	189.76	36.32	34.23	240.74	191.41	72.84	119.38	458.95	759.52
"PF3D7.0401900"	39.47	45.48	10.01	8.05	2.48	2.32	2.19	3.42	0.63	2.54	1.93	3.7
"PF3D7.0402000"	183.57	123.76	1818.57	1546.79	8.74	8.58	132.69	61.27	63.1	207.69	812.68	1462.29
"PF3D7.0402100"	278.16	312.52	81.07	70.79	310.38	417.09	199.8	261.76	240.4	878.05	230.38	117.71
"PF3D7.0402200"	51.78	85.39	10.01	11.3	110.86	153.6	19.89	67.75	161.82	483.76	51.06	22.96
"PF3D7.0402900"	91.74	53.57	16.03	9.98	82.77	75.1	39.13	48.6	57.95	143.65	44.81	48.51
"PF3D7.0403200"	158.49	153.75	121.22	146.68	168.04	163.81	194.35	212.19	81.4	167.9	103.65	160.89
"PF3D7.0403700"	115.11	115.54	172.52	189.03	109.62	109.35	193.98	166.39	95.91	107.57	137.1	176.28
"PF3D7.0404200"	21.95	31.07	8.6	8.38	37.72	33.1	8.15	13.07	29.24	22.56	25.27	14.48
"PF3D7.0404300"	175.73	229.53	159.77	266.14	125.24	162.34	184.23	336.52	154.32	135.47	137.69	207.12
"PF3D7.0404400"	25.96	26.22	18.08	33.99	19.28	25.6	33.92	38.46	27.5	38.73	24.8	47.5
"PF3D7.0404700"	59.24	114.68	15.87	16.69	69.97	117.77	23.02	42.54	363.69	331.38	47.65	10.66
"PF3D7.0405000"	69.51	66.47	80.9	80.09	70.05	62.48	106.21	93.93	45.29	53.17	74.22	102.02
"PF3D7.0405100"	97.39	96.14	80.21	54.87	83.72	103.25	78.91	97.46	146.52	95.81	83.23	86.95
"PF3D7.0405200"	55.25	99.44	55.3	75.52	84.78	108.44	33.75	72.55	262.7	205.04	75.03	40.28
"PF3D7.0405400"	141.76	158.29	205.55	147.63	126.88	146.57	174.79	232.7	116.17	118.39	156.63	228.56
"PF3D7.0405500"	67.28	55.83	99.2	102.53	100.88	53.44	140.95	96.53	41.55	55.51	117.65	155.1
"PF3D7.0405600"	29.56	26.86	30.95	38.77	42.32	20.98	52.66	59.59	29.72	17.99	34.72	38.44
"PF3D7.0405700"	18.48	27.69	25.38	20.54	33.85	41.55	16.97	18.12	21.3	18.92	26.36	22.06
"PF3D7.0405900"	101.85	192.88	23.33	28.46	124.68	195.26	36.51	85.49	698.37	515.19	102.1	24.51
"PF3D7.0406000"	72.1	80.68	105.21	80.12	93.36	76.85	151.57	109.11	169.84	146	103.49	95.45
"PF3D7.0406100"	505.61	524.54	690.29	560.33	310.35	417.05	624.06	782.78	455.34	271.23	623.39	714.73
"PF3D7.0406200"	18933.5	25945.2	5916.69	5969.04	17441	24191.3	10296.4	18543.8	11840.1	5874.86	17880.8	9874.4
"PF3D7.0407200"	76.83	70.17	78.85	124.15	48.65	60.38	88.8	181.87	47.25	35.08	107.21	140.48
"PF3D7.0407400"	21.85	22.96	96.38	89.31	77.77	0	75.96	38.31	36.73	31.1	56.25	75.09
"PF3D7.0407700"	42.6	51.71	14.27	13.49	66.81	77.11	23.32	28.07	139.08	139.62	36.88	14.62
"PF3D7.0407800"	46.04	80.16	11.76	8.89	80.12	97.7	19.1	41.51	269.62	289.59	54.78	20.27
"PF3D7.0407900"	105.59	154.82	55.12	59.01	153.17	236.71	73.01	85.38	276.55	633.97	116.13	64.58
"PF3D7.0408000"	87.96	236.57	18.82	35.16	201.01	321.75	54.31	127.99	384.21	910.68	171.35	49.49
"PF3D7.0408100"	21.99	29.32	8.26	10.58	30.21	34.4	13.15	24.56	37.91	57.76	16.79	14.5
"PF3D7.0408300"	226.28	178.09	272.25	228.57	236.91	196.91	392.81	306.49	170.16	160.46	297.64	390.66
"PF3D7.0408500"	20.24	33.12	22.58	17.17	21.62	26.86	11.35	14.43	52.96	13.23	19.18	9.15
"PF3D7.0409100"	177.41	184.01	206.59	202.62	195.7	195.62	273.18	253.28	160.62	219.33	192.9	201
"PF3D7.0409200"	152.33	145.35	205.7	183.1	142.26	175.61	223.59	216.43	135.29	166.77	174.91	192.64
"PF3D7.0409400"	116.12	104.82	275.05	270.91	106.35	95.51	235.07	198.96	62.87	106.15	205.78	244.04
"PF3D7.0409600"	48.59	61	136.05	128.21	56.22	65.32	111.12	87.22	147.34	100.62	78.19	96.14
"PF3D7.0409700"	43.69	53.44	36.71	49.06	57.26	47.93	60.25	45.49	76.61	53.52	66.32	45.54
"PF3D7.0409800"	163.83	98.17	135.35	132.94	143	86.06	266.06	190.25	132.08	205.69	107.45	147.13
"PF3D7.0410000"	90.93	110.92	54.22	53.31	83.3	115.04	101.76	121.48	155.48	216.28	116.93	100.48
"PF3D7.0410300"	50.66	58.74	64.67	74.75	57.02	57.41	81.08	74.77	66.17	53.88	55.17	68.29
"PF3D7.0410400"	88.07	65.94	89.22	98.82	63.36	62.84	145.88	128.55	33.53	63.15	96.64	86.14
"PF3D7.0410600"	200.53	154.37	355.06	307.32	168.7	154.02	281.31	189.79	206.08	291.99	271.61	293.29
"PF3D7.0410700"	48.22	72.7	28.52	21.17	94.92	102.18	40.11	50.25	185.79	191.59	65.9	39.49
"PF3D7.0410800"	66.76	100.2	57.87	60.69	95.18	118.74	60.94	83.53	253.77	214.02	80.96	76.44
"PF3D7.0411000"	58.19	52.06	28.11	22.66	33.9	52.1	54.03	65.81	17.07	48.95	35.64	48.54
"PF3D7.0411200"	10.73	10.55	23.2	25.47	15.97	12.27	16.82	14.8	10.38	11.32	24.38	23.76
"PF3D7.0412000"	47.3	60.87	79.14	56.08	67.08	69.72	43.36	40.6	121.01	51.6	57.5	56.26
"PF3D7.0412100"	34.9	33.75	97.99	83.05	21.75	22.82	42.44	24.7	39.9	27.5	31.83	39.33
"PF3D7.0413500"	68.05	87.24	41.14	33.98	85.2	80.2	33.28	40.81	327.8	139.01	42.96	26.29
"PF3D7.0413600"	333.8	440.51	451.7	408.65	310.8	367.81	360.78	391.98	779.68	390.59	443.46	372
"PF3D7.0413700"	59.96	67.03	130.59	147.42	66.24	59.87	57.75	56.66	148.94	85.34	74.47	78.19
"PF3D7.0413900"	85.13	71.88	92.6	112.62	87.83	87.48	107.01	104.07	127.82	103.13	78.32	97.97
"PF3D7.0414000"	52.31	50.3	100.94	98.09	90.5	107.46	61.57	53.63	100.48	77.82	71.36	78.84
"PF3D7.0414300"	91.06	52.79	106.82	94.4	63.91	25.07	252.79	108.33	42.74	85.8	115.01	179.24
"PF3D7.0414500"	144.12	175.16	50.02	23.51	175.15	173.18	65.96	84	61.58	39.19	181.03	53.61
"PF3D7.0414600"	100.92	124.25	26.37	40.56	127.85	130.66	58.83	64.76	262.1	226.13	106.91	32.06
"PF3D7.0414700"	40.64	60.04	34.09	39.16	50.75	67.81	47.47	48.53	105.52	104.53	51.5	34.82
"PF3D7.0414900"	296.81	742.62	61.47	64.54	286.61	661.33	94.31	251.64	1201.33	1042.95	338.06	59.55
"PF3D7.0415300"	144.57	140.82	209.16	192.56	100.76	132.57	182.26	219.34	64.88	94.76	139.36	194.74
"PF3D7.0415400"	121.61	90.76	102.5	77.38	109.59	87.03	118.16	113.19	129.77	99.72	116.41	71.88
"PF3D7.0415500"	281.01	180.95	259.03	237.35	252.37	216.34	324.96	295.04	181.6	235.76	251.31	267.11
"PF3D7.0415900"	3081.83	3288.69	4250.45	4233.35	1540.39	1823.55	3833.04	4519.51	1336.45	1447.75	2940.42	3501.11
"PF3D7.0416200"	250.92	277.3	160.75	155.76	228.11	229.83	249.48	245	154.76	239.38	252.36	213.6
"PF3D7.0416500"	32.57	32.92	13.15	5.6	76.87	42.47	25.13	15.07	49.92	51.3	31.58	9.46
"PF3D7.0417200"	29.63	33.34	37.19	35.79	35.38	30.57	18.69	19.14	60.99	27.87	27.77	17.69
"PF3D7.0417400"	31.04	35.52	27.3	37.1	25.68	26.51	40.97	51.93	24.17	36.76	25.85	44.93
"PF3D7.0417500"	105.54	146.87	156.28	165.27	94.69	131.21	87.94	105.08	177.79	48.55	144.54	121.23
"PF3D7.0417800"	43.63	40.1	86.56	98.69	39.22	43.74	76.12	72.61	58	48.6	61.08	76
"PF3D7.0418200"	211.3	152.96	234.78	235.82	163.46	129.87	281.22	252.14	87.61	119.95	184.21	227
"PF3D7.0418300"	655.71	886.79	801.21	900.32	406.08	701.68	603.85	698.1	746.32	631.86	544.01	589.28
"PF3D7.0418400"	95.88	95.93	125.7	115.83	94.25	74.87	302.59	147.64	37.06	126.71	197.17	264.02
"PF3D7.0418500"	31.99	41.23	35.88	29.75	28	46.88	42.74	26.87	61.16	20.77	20.75	31.01
"PF3D7.0418700"	144.69	126.9	135.48	163.82	140.25	152.04	202.13	204.93	92.96	251.22	139.55	161.16
"PF3D7.0418900"	39.75	46.91	21.91	15.77	66.6	73.8	23.32	32.15	50.48	36.79	51.56	30.83
"PF3D7.0419600"	997.23	1067.28	996.88	967.88	807.88	900.78	1016.37	1162.6	921.53	690.17	859.36	1004.26
"PF3D7.0419700"	22.58	33.5	10.37	6.79	43.77	25.45	13.09	25.32	113.18	91.26	17.83	7.79
"PF3D7.0419800"	76	65.36	51.48	68.08	87.9	53.26	110.19	73.61	47.68	80.31	68.22	66.05
"PF3D7.0420000"	83.32	89.94	94.18	102.15	75.3	91.64	112	111.32	44.8	108.44	60.48	100.86
"PF3D7.0420100"	99.48	110	137.73	133.66	101.98	95.43	137.85	148.91	63.92	95.26	118.02	133.75
"PF3D7.0422000"	219.42	131.31	178.79	165.37	246.6	154.25	388.52	334.11	138.65	134.42	398.22	407.41
"PF3D7.0422100"	90.64	72.04	110.36	127.96	82.74	58.89	160.49	105.32	86.22	97.96	104.26	135.37
"PF3D7.0422200"	23.16	21.99	18.34	20.82	28.1	20.52	28.1	33.22	16.04	27.4	20.55	27.19
"PF3D7.0422300"	556.51	1091.55	195.68	204.95	343.51	716.12	152.17	543.31	419.13	96.45	495.44	240.21
"PF3D7.0422400"	3094.57	2624.5	5131.52	4184.12	2507.32	2071.48	5959.01	3984.58	1446.83	2837.82	4090.73	4415.04
"PF3D7.0422500"	36.78	33.17	48.72	46.16	32.1	36.23	46.42	58.74	27.1	38.69	32.37	52.61
"PF3D7.0422600"	5.43	5.76	21.32	37.03	14.37	10.87	19.44	13.73	16.49	5.75	8.71	18.31
"PF3D7.0422700"	136.74	96.98	91.81	83.59	104.24	102.45	102.88	98.75	54.92	65.1	125.39	111.64
"PF3D7.0423000"	22.74	13.76	14.26	20.42	18.01	26.85	21.53	15.52	37.69	30.7	13.4	10.95
"PF3D7.0423100"	279.31	280.48	290.21	302.04	234.44	249.05	352.61	329.24	287.87	220.32	244.52	251.71
"PF3D7.0423200"	108.15	54.35	102.77	88.69	98.31	45.64	157.2	86.31	108.12	108.63	108.87	121.53
"PF3D7.0423300"	25.22	35.67	4.44	5.56	30.98	34.76	7.35	15.4	105.14	109.94	31.06	7.51
"PF3D7.0423400"	68.54	59.05	9.01	17.17	84.2	62.39	49	50.32	261.08	321.04	46.54	22.64
"PF3D7.0423500"	117.98	195.44	19.63	37.58	84.85	147.31	32.57	56.69	302.89	99.53	104.24	21.31
"PF3D7.0423600"	44.57	45.82	54.7	65.54	48.47	48.35	66.78	84.97	32.95	51.87	47.93	69.28
"PF3D7.0423800"	45.79	70.03	15.5	17.93	84.96	101.93	29.29	36.67	170.48	279.18	65.02	18.86
"PF3D7.0423900"	83.39	75.26	16.34	10.58	138.91	95.45	27.22	60.43	119.57	208.24	90.01	43.39
"PF3D7.0424000"	30.88	22.28	87.73	69.1	8.75	15.68	99.84	54.93	14.43	20.02	54.21	73.91
"PF3D7.0424100"	28.81	61.4	3.97	7.46	65.76	68.88	16.98	22.35	137.99	303.9	38.06	7.19
"PF3D7.0424200"	24.56	63.53	3.32	8.35	43.73	73.06	12.26	26.31	96.89	215.65	30.37	9.54
"PF3D7.0424300"	46.39	112.18	9.52	14.35	52.16	95.57	15.28	51.43	172.63	306.15	52.22	18.91
"PF3D7.0424500"	126.34	114.58	29.68	34.32	142.33	134.86	113.07	123.91	37.8	191.99	81.7	84.29
"PF3D7.0424700"	122.12	166.96	170.45	130.88	84.52	137.63	285.06	522.62	22.89	118.7	132.6	285.79
"PF3D7.0424800"	184.2	192.02	38.13	31.51	154.59	173.09	63.09	103.8	19.98	121.28	44.53	62.96
"PF3D7.0424900"	1563.77	1004.13	245.44	220.61	668.93	406.97	542.18	636.61	83.18	610.94	228.52	311.17
"PF3D7.0425400"	57.11	36.8	18.67	10.55	18.52	8.1	25.07	18.03	3.27	13.32	19.49	11.92
"PF3D7.0425900"	5.21	3.15	47.6	42.59	0	3.41	1.64	11.86	2.14	1.8	5.11	5.87
"PF3D7.0500800"	330.15	328.2	3311	4095.6	223.15	240.89	1399.44	900.98	531.79	665.37	1367.22	2428.67
"PF3D7.0501000"	585.02	382.46	2128.11	1857.21	274.33	237.18	2621.73	1743.14	222.7	590.34	1949.54	2720.53
"PF3D7.0501200"	263.56	126.73	1381.83	1182.46	73.89	51.84	802.39	485.37	113.19	205.16	723.9	1156.71
"PF3D7.0501300"	3169.4	5123.47	776.17	1170.5	478.35	798.83	538.81	3827.69	301.42	392.24	656.33	956.16
"PF3D7.0501400"	267.44	454.48	45.25	52.39	165.11	298.95	67.55	433.69	77.24	138.05	91.31	142.91
"PF3D7.0501500"	56.91	82.59	5.31	13.31	51.98	59.68	15.37	41.05	248.29	182.85	35.93	9.16
"PF3D7.0501600"	160.89	221.53	23.14	34.07	159.74	228.11	60.55	84.59	660.39	538.82	174.68	39.41
